Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Composer,Artist,Licensed,official_video,Album_type
8.0,0.166375,10.0,-7.423,,0.0052680239999999,0.0,0.000231475544,0.696,172.049,231573.0,28125075.0,153682.0,45735566.0,5,,1,0,2.0
7.0,0.1822842629999999,,,,,0.0,,0.634,91.911,274387.0,59966857.0,409341.0,89179982.0,5,1.0,0,1,3.0
6.0,0.7535710000000001,10.0,-5.586,0.282,0.039304,,0.0280944639999999,0.51,83.028,268960.0,5626184.0,554850.8817386737,44076614.0,7,63.0,1,1,
5.0,0.7510894290000001,,-3.552,,0.087528384,0.0,0.144703125,,93.977,209693.0,19478339.0,106266.0,41565974.0,5,84.0,1,1,2.0
8.0,0.470910952,1.0,-5.839,0.21,2.4389000000000003e-05,0.0,,0.779,96.72,275267.0,22998122.0,159414.0,20407932.0,10,,1,1,2.0
4.0,0.5493532589999999,0.0,-6.186,0.143,0.007077888,,0.0002032974719999,0.498,179.9,,23896592.0,88887.0,32635424.0,2,54.0,1,1,2.0
1.0,0.1911029759999999,1.0,-6.224465062759272,0.419,0.000415160936,0.0,0.001295029,0.0898,85.735,174514.0,3249942.0,50645.0,1902260.0,10,87.0,0,0,1.0
4.0,0.2170818009999999,,-5.616,0.148,0.000142236648,0.0,0.097336,0.457,,163636.0,195460895.0,564708.1891379266,1337123292.0,7,26.0,1,1,1.0
8.0,0.1901093749999999,5.0,-5.95,0.0934,0.001442897,0.0,0.0011910159999999,0.616,100.087,223000.0,4203047.0,107946.0,280174877.0,7,76.0,0,1,
5.0,0.430368875,0.0,-6.227346642858599,0.0469,0.0006722213759999,0.0,0.0010612079999999,0.862,145.948,156368.0,3636781.0,554850.7046513887,75937143.0,0,58.0,1,1,1.0
5.0,0.1155013029999999,1.0,-7.011,0.239,0.021717639,,0.0029859839999999,0.192,160.216,133989.0,113083.0,3838.0,5088130.0,6,25.0,1,1,1.0
2.0,0.2884282452959907,2.0,-7.281,,0.0784027519999999,8.77e-06,0.001404928,0.487,76.393,,2423620.0,37790.0,60112351.0,8,45.0,0,1,1.0
7.0,0.2074746879999999,1.0,-6.219869500057123,0.0879,5.177716999999999e-06,0.0,0.021024576,0.379,140.093,181714.0,73669468.33702672,50487.0,91830232.0,6,35.0,0,1,1.0
6.0,0.2064250709999999,,-5.878,0.0705,3.3749999999999995e-06,0.0,0.019683,0.645,149.982,,73669377.47613654,8124.0,6616666.0,5,39.0,0,1,1.0
8.0,0.144703125,6.0,-6.519,0.274,0.016003008,0.0,0.0028632879999999,,93.983,147023.0,384287.0,14600.0,7484046.0,2,18.0,0,1,1.0
8.0,0.3977387397215213,4.0,-5.59,0.0527,0.0001700314639999,0.0,0.0297909999999999,0.712,162.037,137722.0,229966.0,554850.6391104847,3687175.0,2,8.0,0,0,1.0
9.0,0.3100891789321374,3.0,-6.909,0.187,0.0704258553998789,0.0,0.001331,0.434,,148827.0,46689.0,2242.0,2147957.0,4,18.0,1,1,1.0
8.0,0.425259008,10.0,-4.351,,0.0005554122479999,,0.0008519713919999,0.704,91.995,187033.0,15374901.0,104473.0,22646392.0,4,76.0,1,1,1.0
8.0,0.5473434319999999,7.0,-6.221369408909813,0.164,0.000138991832,,0.001481544,0.826,,235218.0,459977.0,3345.0,79172865.0,2,62.0,0,0,
4.0,0.3748053609999999,,-6.041,0.167,0.0095281279999999,0.0,0.001295029,0.527,142.013,234044.0,4252720.0,42432.0,,6,51.0,0,1,1.0
8.0,0.420189749,1.0,-4.348,0.114,6.069845700000001e-05,0.0,0.0001430556669999,0.801,129.98,227187.0,73702166.38307323,359843.0,,6,1.0,1,1,2.0
7.0,0.7610484970000001,6.0,,0.0494,,0.0,0.2012300559999999,0.759,118.032,,44496412.0,176998.0,19016046.0,4,,1,1,2.0
6.0,0.6449725439999999,4.0,-7.053,0.0463,2.4137569e-05,2.02e-05,3.626469099999999e-05,0.92,90.998,277917.0,201665113.0,820442.0,33359617.0,0,,1,1,2.0
5.0,0.5821828749999999,7.0,-4.852,0.237,0.0004235647509999,0.0,0.0058319999999999,0.714,179.979,194908.0,73013978.0,1189311.0,21999909.0,6,85.0,1,1,1.0
6.0,0.6884653869999999,,-8.351,0.0508,1.1089567e-05,0.00834,0.000145531576,0.73,93.909,233639.0,104850022.0,409509.0,42490294.0,7,39.0,0,1,2.0
5.0,0.5100823990000001,5.0,-6.815,0.0361,0.015813251,1.17e-06,0.0100776959999999,0.638,93.018,255660.0,73670517.84549741,117241.0,15586225.0,10,16.0,0,0,
7.0,0.794022776,9.0,-8.485,0.103,3.70146232e-07,2.28e-06,6.7419143e-05,0.79,92.015,246457.0,45324507.0,147794.0,31341387.0,6,41.0,1,1,2.0
2.0,0.287496,9.0,-7.255600492667518,0.0296,0.094196375,0.0,0.002460375,0.574,148.096,298373.0,380141359.0,1452145.0,540465195.0,3,3.0,1,1,2.0
4.0,0.523606616,,-4.579,0.0345,0.022687183240253,0.0,0.006331625,0.711,89.87,231920.0,26566922.0,131662.0,,3,32.0,1,1,2.0
3.0,0.268336125,5.0,-5.816,0.0304,0.002406104,0.0,0.0031765229999999,0.677,81.084,,7444813.0,554851.2011257672,67830406.0,3,28.0,1,1,1.0
3.0,0.143877824,4.0,-6.001,0.0287,0.037595375,0.0,0.001331,,143.863,219000.0,13676494.0,94790.0,43379662.0,2,56.0,1,1,2.0
2.0,0.262144,,-6.675172612865697,0.0314,0.0407075839999999,0.0,0.047045881,0.308,,212320.0,50923360.0,294134.0,103249259.0,2,5.0,1,1,2.0
2.0,0.3916262014578204,9.0,-5.674,0.0381,0.002628072,,0.001481544,0.77,177.781,,16908217.0,91592.0,56266408.0,6,67.0,1,1,2.0
3.0,0.5197184640000001,6.0,-5.268,0.0361,0.0321735928389121,0.0,2.9218112000000004e-05,0.666,142.016,197053.0,10583322.0,59798.0,,5,67.0,1,1,2.0
3.0,0.425259008,9.0,-5.264,0.033,0.0321062981770081,,0.001953125,0.405,149.689,183307.0,19857221.0,128981.0,,2,,1,1,2.0
4.0,0.439887221060923,4.0,-5.037,0.0325,0.0017715609999999,0.0,0.003944312,,99.919,218867.0,380141359.0,1452145.0,38065206.0,8,8.0,1,1,2.0
3.0,0.4866675787720641,5.0,-4.47,0.0342,8.231287499999998e-05,,0.451217663,0.435,115.114,253787.0,73671982.38942863,154442.0,22190374.0,6,,1,1,2.0
1.0,0.257259456,5.0,-6.946,0.0327,0.021952,,0.0034429509999999,0.478,92.416,276000.0,132953839.0,517187.0,38989064.0,7,80.0,1,1,2.0
1.0,0.425259008,10.0,-7.366,0.0462,6.593926399999998e-05,1.11e-05,0.008120601,0.302,,258159.0,69732489.0,288150.0,,10,56.0,0,0,2.0
1.0,0.295408296,7.0,-6.683,0.0473,0.0639943658607288,0.000169,0.0017279999999999,0.275,160.079,279475.0,42370836.0,221501.0,59983028.0,10,85.0,0,0,2.0
0.0,0.303464448,8.0,-5.795,0.04,0.031855013,3.05e-05,,0.523,168.299,269640.0,73801689.79274537,573887.0,42766176.0,2,70.0,1,1,2.0
5.0,0.367061696,,-4.965,0.0362,0.066923416,0.0,0.001520875,,119.965,,31694825.0,135228.0,34799747.0,0,80.0,1,0,2.0
2.0,0.3299393709999999,6.0,-7.853,0.0385,3.581577e-06,5.55e-06,0.006434856,0.369,,,10900869.0,63019.0,,10,58.0,1,1,2.0
2.0,0.405224,6.0,-5.517,0.0588,0.060698457,,0.0410636249999999,0.629,79.839,311240.0,9233903.0,34581.0,31060272.0,8,49.0,1,1,2.0
0.0,0.3794132357261797,5.0,-5.845,0.0313,0.0001133799039999,0.0,,0.378,162.735,265653.0,16576310.0,554856.8336741882,18215343.0,7,90.0,0,0,2.0
0.0,0.1183707709999999,6.0,-7.036,0.0564,0.2170818009999999,0.00863,0.0002646092879999,0.527,156.76,295760.0,69598282.0,293264.0,22340537.0,8,76.0,1,1,2.0
3.0,0.433798093,6.0,-8.496,0.0475,0.002628072,3.1e-06,0.0001147912559999,0.752,92.579,234533.0,16173667.0,57640.0,19277826.0,6,41.0,0,1,2.0
9.0,0.476379541,7.0,-5.914,0.0502,0.006644672,0.000759,0.015438249,0.961,95.411,302253.0,112483.0,1240.0,153125767.0,2,35.0,0,0,2.0
3.0,0.5884804719999999,5.0,-4.534,0.0484,0.0222204614014569,0.0,0.005735339,0.927,95.519,281187.0,616298.0,5757.0,,5,81.0,0,0,2.0
9.0,0.3779330669999999,5.0,-8.384,,0.007414875,0.0,0.000102503232,0.934,93.302,267467.0,2006580.0,10953.0,35390690.0,2,10.0,0,0,2.0
8.0,0.425259008,7.0,-6.481,0.0323,0.0585382161597163,0.0,0.000513922401,0.943,,295160.0,46646.0,596.0,,2,75.0,0,0,2.0
7.0,0.738763264,,-3.558,0.0338,0.0171094981505686,3.99e-05,0.000401947272,0.945,104.036,382733.0,14344105.0,50992.0,,4,13.0,0,0,2.0
4.0,0.1729006056833975,8.0,-9.791,0.127,0.030664297,,0.000170953875,0.841,93.339,269573.0,11799356.0,554852.875053907,,2,4.0,0,0,2.0
5.0,0.406869021,7.0,-7.064,0.0343,0.267089984,1.08e-05,0.034965783,0.853,94.329,,3879085.0,24072.0,11078450.0,7,85.0,0,0,2.0
3.0,0.4837366250000001,,-7.768,0.161,0.004173281,,0.002000376,0.785,,217547.0,24706323.0,557112.0,89466323.0,4,35.0,0,0,1.0
8.0,0.7736206320000001,0.0,-5.447,0.164,0.001560896,1.02e-06,0.028372625,0.842,135.958,237798.0,73669383.52202713,20845.0,,4,58.0,1,0,1.0
6.0,0.6295184585324198,7.0,-2.967,0.142,0.4930390000000001,0.0,,0.634,110.009,199552.0,3164317.0,29449.0,2635165.0,2,23.0,1,1,1.0
2.0,0.563559976,,-7.103,0.0373,0.1794061439999999,3.47e-05,0.092345408,0.663,90.046,229587.0,21320919.0,173809.0,32648923.0,7,63.0,1,1,2.0
3.0,0.660776311,7.0,-6.115,0.103,9.21167317e-10,,0.283593393,0.643,171.917,200898.0,73669377.2088523,5424.0,,4,,0,1,1.0
7.0,0.7265726990000001,2.0,-3.686,0.0464,0.001953125,1.88e-06,0.000145531576,,,174566.0,16458129.0,211583.0,13103184.0,5,26.0,1,1,1.0
2.0,0.077308776,2.0,-8.346,,0.094196375,0.0,0.002146689,0.191,92.33,,8254.0,554850.639093901,12751600.0,5,90.0,1,1,2.0
2.0,0.5717869999999998,10.0,-6.29,0.105,0.007645373,0.0,,0.845,106.497,177665.0,142172.0,3498.0,204842.0,2,39.0,0,0,1.0
6.0,0.7145169840000001,10.0,-5.448,0.0828,3.112136e-06,1.4e-05,,0.913,137.001,215932.0,65690.0,554850.6390942868,184188.0,2,63.0,0,1,1.0
6.0,0.5533876609999999,7.0,-6.138,0.172,0.000395446904,0.0,0.700227072,0.815,110.839,194065.0,62164.0,2589.0,,2,72.0,0,1,1.0
3.0,0.6884653869999999,0.0,-3.298,0.0516,0.0002476731519999,0.0,0.030080231,,170.878,80027.0,1432178.0,6540.0,,10,54.0,0,0,3.0
5.0,,0.0,-6.220082017115412,0.0975,2.4137569e-05,0.0,,0.948,,81067.0,1432178.0,554850.6430990507,36201096.0,3,88.0,0,0,
7.0,0.124251499,0.0,-6.578,,0.035611289,0.00428,0.000222545016,0.921,,77855.0,37360.0,554850.6390939713,7564239.0,7,54.0,0,0,2.0
1.0,0.240641848,6.0,-7.255,0.031,0.0809101203405752,,0.0009469661679999,0.455,,287267.0,35913657.0,178442.0,150243461.0,7,,1,0,2.0
3.0,0.160989184,4.0,-6.102,0.0306,0.0490828715596007,0.0,,0.602,179.351,,25187045.0,131215.0,123015477.0,4,18.0,1,0,2.0
3.0,0.084027672,2.0,-7.007,0.0279,0.152273304,1.56e-05,0.0065392029999999,0.444,,230549.0,73672104.23026268,156816.0,165791667.0,10,19.0,0,1,
3.0,0.0486271249999999,9.0,-9.213988246845217,0.0265,0.3299393709999999,,0.004913,0.508,,343497.0,73672149.23422204,157675.0,,8,58.0,1,1,2.0
7.0,0.6562349089999999,2.0,-5.433,0.0267,0.1112846409999999,,0.0292181119999999,,126.628,193065.0,10632925.0,50591.0,56842670.0,6,26.0,1,0,2.0
6.0,0.3429999999999999,,-7.38,0.0295,0.0848792312878162,0.0,0.0004303688749999,,122.841,258640.0,41091105.0,215414.0,64760847.0,2,41.0,0,1,2.0
1.0,0.5151791346021392,6.0,-4.145,0.0298,0.002406104,8.56e-05,0.0008930563469999,0.288,83.917,237297.0,50053250.0,555020.2482153819,90359956.0,10,87.0,0,1,2.0
5.0,0.267089984,7.0,-7.542,0.0305,0.0147061249999999,0.00083,,0.293,98.746,231293.0,11492734.0,52377.0,,8,86.0,1,0,2.0
2.0,0.3291979078158147,9.0,-6.598,0.0296,0.040001688,0.0,,0.173,139.856,217807.0,25746822.0,147391.0,36591794.0,2,,1,1,2.0
6.0,0.3858283519999999,2.0,-7.317,0.0513,2.42970624e-07,0.0,0.000166375,0.693,131.017,203467.0,8348966.0,100135.0,42715377.0,4,37.0,1,1,
0.0,0.1871492479999999,1.0,-7.818,0.0377,0.263374721,,,0.285,77.986,237467.0,286491.0,1466.0,169769959.0,10,90.0,0,0,1.0
2.0,0.082881856,7.0,-8.198,0.029,0.432081216,,0.0031121359999999,,,234133.0,35917.0,495.0,117176134.0,3,75.0,0,0,3.0
2.0,0.3474289269999999,9.0,-4.632,0.0297,0.001295029,2.24e-05,0.004096,0.216,98.094,255507.0,121914860.0,379970.0,65777146.0,10,56.0,0,1,
7.0,0.452984832,0.0,-5.903,0.0261,5.821828749999999e-07,0.000487,0.3732479999999999,0.452,110.008,,2040204.0,554850.6506711483,,3,24.0,1,1,2.0
4.0,0.290117528,,-8.299,0.0292,0.0129778749999999,0.0,7.0444997e-05,0.375,111.638,239800.0,3659018.0,28002.0,17146691.0,2,39.0,1,1,2.0
3.0,0.1991767039999999,5.0,-6.934,0.028,0.0711579363990733,0.000323,0.001815848,0.179,102.197,279973.0,5727989.0,32096.0,,6,,0,0,3.0
1.0,0.470910952,,-4.369,0.0488,0.244140625,0.0,,0.324,83.106,225040.0,11376795.0,45153.0,16324653.0,2,62.0,0,0,2.0
5.0,0.267089984,6.0,-6.259184257806151,0.0424,0.0035118079999999,,0.0018608669999999,0.333,141.833,202300.0,79709134.0,370141.0,38392439.0,3,25.0,1,1,1.0
6.0,0.778688,8.0,-6.26487958021255,0.0473,0.004019679,1.57e-06,0.525557943,,94.002,236200.0,13688461.0,137398.0,5199541.0,5,42.0,1,1,1.0
3.0,0.2085278569999999,0.0,-6.296,0.0361,0.1092153519999999,2.43e-06,0.082881856,0.506,94.084,261333.0,138039272.0,558356.5382147562,56179285.0,8,,1,1,
7.0,0.5905897189999999,10.0,-4.263,,0.002146689,0.0,0.0689209999999999,0.609,100.017,194419.0,199126204.0,2136672.0,25044115.0,2,46.0,1,1,1.0
3.0,0.5493532589999999,1.0,-6.246,0.256,0.028652616,1.13e-06,0.0002784450769999,,,174000.0,44369882.0,346837.0,5921975.0,2,37.0,1,0,1.0
7.0,0.7290000000000001,,-4.529,0.0452,0.000521660125,0.0464,,0.505,131.97,288696.0,190851352.0,901368.0,39942425.0,10,2.0,1,1,2.0
9.0,0.3732479999999999,10.0,-8.136,0.164,0.0131442559999999,0.00974,0.000137388096,0.917,109.986,,337329.0,2664.0,1527728.0,0,,1,1,1.0
2.0,0.5863762529999998,7.0,-4.501,0.0794,0.0002085278569999,1.28e-05,0.003869893,,,4581483.0,8053055.0,62411.0,23128326.0,3,41.0,1,1,
7.0,0.665338617,2.0,-5.659,0.107,0.0004218749999999,0.0294,0.011390625,0.484,104.982,245100.0,116826992.0,556983.5027779657,19316785.0,10,30.0,1,1,2.0
8.0,0.935441352,,-6.490380107228358,0.0955,0.0241375689999999,0.00254,,0.8,129.999,,916982634.0,4160870.0,46628697.0,4,,1,1,1.0
8.0,0.5373677969999998,0.0,-3.687,0.0513,0.058411072,2.29e-05,0.000158340421,0.868,130.058,226615.0,7098378.0,50408.0,38731862.0,0,37.0,1,1,1.0
9.0,0.8121662370000001,10.0,-2.688,0.0819,0.0129778749999999,1.04e-06,2.5153757e-05,0.708,122.994,247827.0,77041875.0,721461.0,9155939.0,4,75.0,1,1,2.0
9.0,0.5081695920000001,7.0,-3.792,0.321,0.047045881,0.0,,0.596,137.981,272290.0,74974369.57546012,1237467.0,10911157.0,5,74.0,1,1,1.0
3.0,0.126506008,10.0,-6.909,0.0495,0.0510648109999999,0.0,0.003944312,0.824,,310307.0,104788852.0,291320.0,53041912.0,8,37.0,1,1,
7.0,0.1901093749999999,0.0,-4.796,0.0359,0.0252071230136205,0.0,,,128.15,,110292869.0,298159.0,50374741.0,3,61.0,1,1,2.0
4.0,0.4019472719999999,9.0,-3.241,0.0314,0.005929741,0.0,0.006967871,0.778,134.0,298987.0,45929212.0,181909.0,49210190.0,5,32.0,1,1,
6.0,0.2086905556278986,5.0,-8.889,,0.0502434089999999,0.0,0.000783777448,0.939,136.398,,973057.0,10215.0,42891997.0,5,39.0,1,1,2.0
3.0,0.2149217989999999,,-4.316,0.031,0.036926037,0.0,0.000761048497,0.744,134.901,,74157339.0,199255.0,36480462.0,6,87.0,1,1,2.0
2.0,,0.0,-6.468560437405121,0.034,0.022188041,0.0,0.0224257679999999,0.681,136.507,289724.0,29558798.0,119172.0,39112683.0,4,29.0,1,0,2.0
6.0,0.460099648,3.0,-2.085,,0.0251537569999999,0.0,0.000553387661,0.651,128.466,287427.0,1251944.0,7038.0,37918323.0,6,55.0,1,1,2.0
2.0,0.286191179,1.0,-3.853,,0.054872,0.0,0.0005255579429999,0.715,134.292,289293.0,973057.0,10215.0,17204198.0,10,58.0,1,1,2.0
4.0,0.101847563,9.0,-7.598,0.0474,0.050653,0.0,,,126.506,221093.0,21748.0,207.0,24976498.0,10,54.0,0,0,2.0
6.0,0.283593393,10.0,-5.888,0.149,0.000192100033,0.0,0.012812904,0.437,97.993,249573.0,73669402.10269733,32790.0,11930818.0,5,80.0,1,1,
3.0,0.1183707709999999,0.0,-6.235142553057506,0.127,0.001367631,1.46e-05,0.000179406144,0.728,203.818,,3338501.0,554850.6898100919,4495966.0,10,8.0,0,0,2.0
3.0,0.057512456,2.0,-9.579,0.0403,0.1678197145925576,0.000578,0.0004389759999999,0.295,,201267.0,355021.0,3387.0,8873781.0,10,33.0,0,0,2.0
7.0,0.134217728,9.0,-8.421,0.174,0.1213137495371774,0.000174,0.002000376,0.738,91.544,236133.0,87550.0,1140.0,3433834.0,10,23.0,0,0,2.0
6.0,0.062099136,,-9.871,0.0327,0.114791256,0.00197,,0.166,96.984,139645.0,104769.0,960.0,,0,,0,0,2.0
8.0,0.258474853,1.0,-9.082,0.384,0.0029242069999999,0.0,0.001367631,0.73,,,138060.0,2348.0,,2,2.0,1,1,
1.0,0.019034163,,-9.742,0.236,0.1891192239999999,0.0,0.0004565329999999,0.367,51.4,,1281433.0,554850.6419628721,1554029.0,10,48.0,0,0,2.0
7.0,0.095443993,3.0,-7.523,0.0505,0.3270827689999999,4.18e-06,0.006644672,0.451,92.038,222800.0,2848514.0,16323.0,2546073.0,4,69.0,0,0,2.0
8.0,0.1871492479999999,1.0,-8.533,0.29,0.2383279999999999,,,0.469,89.057,204427.0,271112.0,1718.0,848497.0,2,16.0,0,0,
7.0,0.4372774086100669,10.0,-5.07,0.0294,5.062615729999999e-07,,0.0012597119999999,0.743,131.04,254351.0,398876627.0,2083222.0,,6,33.0,0,0,
4.0,0.226981,7.0,-6.887,0.0499,0.0697849808540144,2.14e-06,0.0002476731519999,0.314,97.974,212522.0,73669378.9780627,13843.0,55399812.0,10,49.0,1,1,1.0
3.0,0.091125,,-7.218,0.0292,0.079753364640875,0.00166,0.0028032209999999,0.217,92.043,322809.0,240570103.0,1628843.0,12681424.0,8,90.0,1,1,2.0
2.0,0.3116657520000001,4.0,-5.2,,0.077308776,0.0,0.007301384,0.23,,308000.0,17287625.0,85700.0,,8,88.0,1,1,2.0
2.0,0.4840136328419301,7.0,-4.501,0.0794,0.0002085278569999,1.28e-05,0.003869893,0.48,106.001,,8053055.0,62411.0,23128326.0,8,,1,1,3.0
6.0,0.4003155529999999,,-10.051,0.0443,3.3749999999999995e-06,0.00025,0.000214921799,0.635,110.969,317560.0,243322920.0,1126162.0,13762657.0,5,56.0,1,1,2.0
9.0,0.2002016249999999,6.0,-10.459,,6.858999999999999e-06,,,0.53,110.981,279160.0,73681977.93675973,261410.0,8473182.0,0,27.0,1,1,2.0
6.0,0.144703125,9.0,-5.764,0.0306,0.012326391,0.0,0.004251528,0.396,110.978,,19766424.0,606423.0,3602385.0,4,2.0,1,1,1.0
6.0,0.474552,8.0,-6.237765786173664,0.0489,0.001601613,0.0,0.0003371535359999,0.718,110.963,333653.0,135567878.0,618066.0,10607418.0,7,28.0,0,1,2.0
6.0,0.1071718749999999,1.0,-5.672,0.0276,0.284890312,5.16e-06,,,89.998,347810.0,172850242.0,1305484.0,6602143.0,3,81.0,1,1,2.0
1.0,0.2022620029999999,9.0,-4.588,0.0275,0.031255875,0.0,0.0012597119999999,,145.003,293398.0,7817203.0,69090.0,154037673.0,6,,1,1,
1.0,0.470910952,0.0,-3.037,0.0324,0.0001326509999999,0.0,0.019465109,,148.044,267906.0,74459128.0,248891.0,53436813.0,10,34.0,1,1,2.0
0.0,0.1881325169999999,1.0,-6.233544002952547,0.0324,0.0012250429999999,,0.000622835864,0.0765,156.054,305427.0,29971575.0,194663.0,82424075.0,10,16.0,1,1,2.0
2.0,0.470910952,10.0,-3.608,0.0295,9.940119919999998e-07,0.0,0.006859,0.216,105.066,285160.0,66665888.0,363209.0,98944890.0,7,27.0,1,1,2.0
1.0,0.004410944,7.0,-10.879,0.0324,0.5780095369999999,0.0,0.001030301,0.17,,267067.0,73669595.20549853,67515.0,72376065.0,10,39.0,1,1,2.0
5.0,0.5932883457053226,9.0,-3.321,,0.0174014162901013,0.0,,0.695,104.946,168693.0,6312275.0,554850.9817338495,25267710.0,7,,0,1,
0.0,0.015252992,10.0,-10.553,0.0306,0.2106385652978425,0.0,0.0011910159999999,0.119,137.92,,28007350.0,177518.0,18082097.0,6,93.0,1,1,2.0
0.0,0.153130375,8.0,-6.219811845449113,0.0291,3.401222399999999e-08,0.0,0.0086151249999999,0.127,145.937,250627.0,14479571.0,84296.0,44001143.0,10,53.0,1,0,2.0
3.0,0.4949136710000001,1.0,-4.761,,0.016581375,0.0,0.001404928,0.305,96.033,230360.0,6899697.0,78766.0,,4,69.0,1,1,
1.0,0.6517993929959172,,-2.757,0.0334,4.7832147e-05,0.0,0.0297909999999999,0.461,,219720.0,13184489.0,554853.7578415072,33678230.0,10,48.0,0,0,2.0
4.0,0.1941045389999999,4.0,-6.306856299887417,0.0498,0.007762392,0.0,0.0028032209999999,0.633,,234667.0,11638567.0,66002.0,209017302.0,10,56.0,1,1,
8.0,0.3504026249999999,5.0,-8.187,0.0437,8.6938307e-05,9.67e-06,0.000474552,0.941,94.655,227289.0,17869352.0,554858.3976770627,69113838.0,3,90.0,1,1,2.0
2.0,0.075686967,0.0,-7.292,0.0854,0.002048383,0.0,0.004096,0.649,,215107.0,24487810.0,103775.0,17842926.0,10,64.0,1,1,2.0
1.0,0.160989184,2.0,-7.818,0.0413,0.057066625,3.25e-06,0.004251528,0.898,83.461,174974.0,7670383.0,35850.0,41530239.0,10,,1,1,2.0
5.0,0.3594254309999999,7.0,-6.302958455523492,0.0724,0.007414875,0.0,0.0006837978409999,0.848,179.854,242907.0,17869352.0,45901.0,,3,85.0,1,1,1.0
8.0,0.060236288,7.0,-7.558,0.0287,0.0289344429999999,1.17e-06,0.0008902771279999,0.77,109.97,201400.0,10274329.0,51415.0,9868239.0,2,42.0,0,0,2.0
6.0,0.3371535359999999,7.0,-5.124,0.0293,0.0001198231569999,0.0,,0.817,,214506.0,17779040.0,75066.0,14641359.0,6,62.0,1,1,1.0
9.0,0.2876943026815285,0.0,-7.294,0.0489,0.060698457,3.62e-05,0.002299968,0.962,,171561.0,1003700.0,6408.0,16012189.0,3,64.0,1,1,2.0
0.0,3.793305599999999e-05,2.0,-15.80708718099191,0.0606,0.7965979830000001,0.83,0.0008682506639999,,67.359,207267.0,578772.0,7643.0,78592874.0,10,69.0,0,0,2.0
1.0,0.019920237955545,7.0,-32.902,0.0473,0.985074875,0.887,0.0012250429999999,0.0794,73.056,193000.0,297227.0,2699.0,3530471.0,10,90.0,0,0,2.0
1.0,3.112136e-06,2.0,-28.68,0.0549,0.985074875,0.921,0.000187149248,,118.902,177771.0,6548.0,170.0,2714585.0,9,54.0,1,1,3.0
2.0,0.128024064,2.0,-10.579,0.0314,0.748613312,0.702,0.2085278569999999,0.325,115.199,246533.0,3156.0,20.0,5661627.0,2,37.0,0,0,2.0
0.0,3.561128899999999e-05,0.0,-29.429,0.0389,0.8902771279999999,0.868,0.000809557568,0.0377,91.64,227013.0,112.0,1.0,9592413.0,6,93.0,1,1,2.0
0.0,0.0428612543201808,10.0,-26.683,0.0437,0.967361669,0.374,,0.0598,96.923,300000.0,3472.0,44.0,4810941.0,10,75.0,1,1,2.0
1.0,0.0430954319335292,5.0,-24.75,0.0663,0.982107784,0.952,,0.508,59.082,212640.0,9833.0,132.0,6387480.0,6,52.0,1,1,2.0
0.0,2.0123648e-05,5.0,-31.271,0.0431,0.979146657,0.916,0.000938313739,0.125,68.211,268000.0,232206.0,3011.0,,6,32.0,1,1,
2.0,0.0001326509999999,2.0,-32.684,0.0509,0.985074875,0.916,0.0008546703489999,0.56,73.782,96293.0,34187.0,661.0,4034162.0,2,91.0,0,0,2.0
2.0,0.005639752,10.0,-18.764,0.0492,0.8492781229999998,0.921,,,,210000.0,2423945.0,554850.6585083691,3682697.0,0,69.0,0,0,
8.0,0.357911,7.0,-7.036,0.0303,0.0741864870780156,,,0.962,136.119,235907.0,54788.0,330.0,75616900.0,2,26.0,0,0,2.0
1.0,0.452984832,,-7.267,,0.0812870732859473,,,0.943,168.446,200560.0,282402.0,1615.0,57167868.0,5,86.0,0,1,2.0
3.0,0.478211768,10.0,-6.359,0.112,0.029503629,0.0,0.006434856,,86.679,180667.0,50117274.0,152513.0,81192182.0,5,61.0,1,1,2.0
5.0,0.3624670969999999,,-5.739,0.24,0.1112846409999999,0.0,0.0231491249999999,0.747,,196760.0,80017400.0,231932.0,36600952.0,2,,1,1,2.0
3.0,0.302111711,7.0,-8.097684977421691,0.0481,0.1803621249999999,0.0,,0.697,154.021,229560.0,73687881.71567155,297218.0,43225734.0,6,90.0,1,1,
8.0,0.152273304,8.0,-7.556,,0.060236288,0.0,,0.944,134.112,,73669377.86861727,10289.0,28232861.0,2,48.0,1,1,2.0
2.0,0.4003155529999999,0.0,-5.507,0.103,0.006967871,0.0,0.000586376253,0.603,79.825,,9325955.0,30433.0,7176274.0,7,76.0,1,1,2.0
2.0,0.3116657520000001,10.0,-5.635,,0.079507,0.0,0.0007761515589999,,158.928,153987.0,38544885.0,554928.2419612409,,3,23.0,1,1,2.0
4.0,0.4168327229999999,,-5.44,0.105,0.021253933,0.0,0.001404928,0.829,181.623,203000.0,,,22626137.0,0,41.0,1,1,2.0
5.0,0.3818879815780737,10.0,-5.81,0.0662,1.6777216000000003e-05,2.59e-06,0.002197,0.622,88.373,,394999.0,8627.0,364918.0,10,,0,0,1.0
1.0,0.4347583178852338,10.0,-5.102,0.0755,0.000571787,0.0,0.000192100033,0.518,139.979,225237.0,11684286.0,554852.8103140495,336809.0,8,,1,1,1.0
0.0,0.0416630592024813,9.0,-27.657,,0.985074875,0.959,0.001520875,0.0475,,204920.0,6925.0,554850.6390939007,284443.0,7,15.0,1,1,2.0
