Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,id,Composer,Artist,Licensed,Album_type,official_video
5,0.031554496,7.0,-8.16,0.0362,0.445943744,0.0,0.039304,0.50951213,148.055,214658.0,16393077.0,200814.0,34117822.0,5562,5,74.0,0,2.0,1
0,0.273359449,7.0,-8.994,,3.94e-06,0.00591,0.049430863,0.312,166.915,306440.0,204956420.8,7008064.0,858814062.0,5563,7,54.0,0,,0
1,0.081746504,7.0,-14.918,0.0265,0.000480049,,0.002744,0.204,94.845,274707.0,397420225.0,1626374.0,437835635.0,5564,7,84.0,1,2.0,1
3,0.265847707,4.0,-6.186279142,0.0353,3.07e-08,0.00385,0.074618461,0.514,128.661,271560.0,,,297651397.0,5565,2,,1,2.0,0
0,0.177489711,7.0,-10.11,0.0235,0.000105154,1.44e-06,0.040707584,0.149,93.953,271533.0,159728403.0,777897.0,191330016.0,5566,2,,0,2.0,1
1,0.144703125,3.0,-6.893,0.0271,0.142236648,2.43e-06,0.016387064,0.371,187.525,232200.0,133641643.0,598937.0,54876437.0,5567,4,49.0,1,3.0,1
1,0.077854483,4.0,-7.954,0.0241,7.1e-08,3.77e-05,0.002097152,0.0821,84.053,241560.0,1275963.0,17580.0,66029480.0,5568,6,,0,2.0,1
4,0.614125,4.0,-5.411,0.0307,0.054901551,0.0,0.016777216,0.604,132.174,,89960238.0,363164.0,65844511.0,5569,10,,1,2.0,1
2,0.506261573,,-5.315,0.0252,0.016974593,3.86e-06,,0.852,100.464,,77675773.93,220371.0,64967285.0,5570,10,87.0,0,2.0,1
2,0.644972544,4.0,-3.231,0.0502,0.000247673,,0.004826809,0.247,130.061,327573.0,63096003.0,241793.0,31344129.0,5571,10,35.0,1,2.0,1
0,0.180362125,0.0,-13.103,0.0335,0.000231476,1.97e-05,0.002000376,0.166,108.877,,91516.0,1214.0,9523393.0,5572,10,25.0,0,2.0,0
2,0.085766121,4.0,-14.178,0.0353,8.49e-06,0.000453,0.000438976,0.25,81.334,234973.0,100043781.0,563469.1151,618848440.0,5573,8,93.0,0,2.0,0
5,0.502459875,2.0,-10.865,,4.6e-07,0.0781,0.064481201,0.470066038,124.594,201187.0,28678098.0,562730.3094,162603637.0,5574,0,76.0,1,2.0,1
3,0.051478848,7.0,-12.37,0.0318,1.16e-09,0.00929,0.031554496,0.306,99.887,210907.0,8620136.0,29651.0,139367194.0,5575,0,,0,2.0,0
0,0.190109375,8.0,-7.819,0.0311,6.64e-08,,0.003375,0.514577556,185.731,187320.0,1259962.0,22426.0,34524004.0,5576,5,56.0,1,2.0,1
5,0.161313533,,-10.638,0.0307,0.190310664,0.0069,0.019902511,0.566,116.572,175333.0,5571089.0,46314.0,,5577,3,,1,2.0,1
7,0.157464,0.0,-9.046,0.045,0.047437928,0.00334,7.36e-05,0.496536055,109.76,118933.0,453115.0,3326.0,9548335.0,5578,2,,0,1.0,0
2,0.761048497,5.0,-9.152,0.0479,3.37e-12,0.709,0.000347429,0.539,,171747.0,9618405.0,562713.0217,79195789.0,5579,10,90.0,1,2.0,1
5,0.107171875,4.0,-12.688,0.033,7.1e-10,0.0194,0.001157625,0.461,125.747,162533.0,12483000.0,83665.0,37664196.0,5580,5,,0,2.0,0
3,0.533411731,5.0,-10.824,0.0328,0.196362444,0.472,0.000731433,0.75,132.727,123907.0,1211138.0,562712.3438,36625529.0,5581,6,23.0,1,2.0,1
5,0.072511713,8.0,-14.317,0.0265,1.8e-05,0.0238,0.000714517,0.416587233,105.675,129440.0,77671293.86,6579.0,9381410.0,5582,3,23.0,0,2.0,0
7,0.376367048,10.0,-4.773,0.234,0.029218112,0.00276,0.005545233,0.533,,197333.0,7348077.0,562712.6454,4191449.0,5583,6,56.0,0,,0
5,0.148035889,0.0,-6.785,0.0893,0.051478848,0.0,0.000478212,0.177,128.101,,8919.0,144.0,56049759.0,5584,2,69.0,0,2.0,0
7,0.362066985,10.0,-5.964,0.134,0.004741632,0.0,0.003511808,0.337,134.877,247118.0,45883417.0,463972.0,15397608.0,5585,2,,1,1.0,1
3,0.341532099,1.0,-5.382,0.24,0.054400126,0.0,0.006751269,0.284,,162048.0,77671373.43,57470.0,2428082.0,5586,4,34.0,1,2.0,1
5,0.178453547,4.0,-5.923,0.0715,0.582182875,0.0,0.001191016,0.142,97.948,159634.0,12366871.0,136472.0,8570213.0,5587,2,55.0,1,1.0,1
9,0.783777448,,-1.064,0.205,0.024897088,5.04e-06,0.012649337,0.491,114.022,341579.0,138429.0,1871.0,,5588,2,26.0,0,,0
7,0.345948408,6.0,-6.079,0.137,0.067386898,3.09e-06,0.003307949,0.525,120.052,270000.0,57372111.0,474091.0,53444579.0,5589,10,18.0,1,1.0,0
6,0.210644875,5.0,-4.123,0.235,0.016581375,,0.001404928,0.277,134.923,236198.0,2320573.0,63846.0,1015906.0,5590,7,11.0,1,1.0,1
9,0.388720307,8.0,-5.522,0.176,0.013651919,7.83e-06,,0.657,100.017,,29274862.0,278177.0,42626750.0,5591,2,,0,2.0,1
8,0.640503928,7.0,-4.729,0.0668,0.016777216,3.89e-06,0.002460375,0.564750904,97.002,237187.0,21853691.0,172463.0,,5592,2,,1,1.0,1
0,0.158340421,7.0,-6.187209579,0.0304,7.36e-05,,0.022188041,0.539840958,86.041,232093.0,39397256.0,562758.8699,59867668.0,5593,6,74.0,0,2.0,1
6,0.065939264,0.0,-9.552,0.027,0.278445077,0.0,0.015438249,0.355,83.087,240723.0,153131092.0,1480382.0,77776253.0,5594,2,,0,2.0,1
3,0.245314376,10.0,-7.666,0.189,0.275894451,0.0,0.004492125,0.426,180.015,,39982189.0,562760.9701,35238721.0,5595,6,19.0,0,2.0,1
2,0.458314011,6.0,-4.231,0.0319,0.037447442,1.89e-05,,0.555,157.985,197400.0,800312.0,31008.0,2910931.0,5596,8,56.0,0,1.0,1
7,0.219256227,8.0,-9.201,0.0788,0.005451776,0.0,0.000642736,0.402,140.068,239592.0,60461138.0,527022.0,56945209.0,5597,5,15.0,0,2.0,1
1,0.341532099,,-6.191577675,0.0276,0.000418509,0.0,,0.256,145.974,173933.0,2376510.0,58978.0,4282308.0,5598,5,63.0,1,1.0,1
6,0.305977297,2.0,-6.987,0.104,2.25e-06,0.0,0.000268336,0.468,152.021,206286.0,48290702.0,352300.0,43537839.0,5599,5,14.0,0,2.0,1
6,0.413493625,10.0,-4.566,0.0292,1.91e-06,,,0.485,105.025,198116.0,43194513.0,284650.0,42283775.0,5600,8,3.0,0,2.0,1
3,0.557441767,8.0,,0.034,,0.000506,0.003652264,0.161,92.0,201280.0,3617155.0,77173.0,13791308.0,5601,10,39.0,1,2.0,1
7,0.651714363,,-5.714,0.108,0.06034582,0.0,0.000100545,0.65,110.052,163104.0,29229166.0,153256.0,32757962.0,5602,3,56.0,0,,1
9,0.814780504,0.0,-3.717,0.119,0.00011338,,0.000887504,0.67,149.994,,1093982.0,32597.0,10462306.0,5603,0,34.0,1,,1
9,0.451217663,10.0,-4.695,0.137,1.23e-05,2.36e-05,0.189119224,0.412,144.077,140289.0,1390761.0,34504.0,9455655.0,5604,2,50.0,1,2.0,1
6,0.909853209,0.0,-3.29,0.171,2.08e-11,0.126,0.830584,0.592733122,170.017,226932.0,3283890.0,100401.0,18681970.0,5605,6,55.0,1,,0
7,0.578009537,10.0,-5.01,0.0779,0.048281582,0.0573,0.005639752,0.522,140.026,183919.0,77671309.88,33746.0,,5606,0,75.0,1,2.0,1
5,0.478211768,,-6.186293401,0.392,1.16e-06,0.00367,0.001728,0.372,167.003,,1798179.0,42182.0,7500467.0,5607,0,86.0,1,2.0,0
8,0.702595369,2.0,-3.125,0.128,8.6e-07,0.000322,0.277167808,0.596216589,156.027,172400.0,1087370.0,31036.0,7810830.0,5608,6,19.0,1,2.0,1
8,0.084027672,8.0,-9.587,,2.41e-06,0.0,0.000616295,0.137,82.943,109898.0,891166.0,22505.0,,5609,6,56.0,0,,0
8,0.474552,0.0,-2.857,0.0858,0.025550548,0.0,0.105154048,0.446,118.014,177290.0,1227219.0,562712.3438,,5610,1,49.0,1,2.0,1
7,0.500566184,0.0,-4.535,0.214,4.21e-05,0.0,0.031255875,0.568298122,140.027,137195.0,1971878.0,25258.0,,5611,8,32.0,0,,0
9,0.525557943,5.0,-4.522,0.228,4.17e-06,0.0,0.001643032,0.394,149.204,141819.0,3697314.0,35376.0,,5612,8,32.0,1,,0
5,0.406869021,10.0,-6.822,0.0825,0.291434247,0.494,0.010941048,0.908,175.949,239987.0,679667.0,16086.0,335077834.0,5613,7,27.0,0,2.0,1
7,0.161878625,9.0,-10.027,0.0646,0.841232384,,,0.964,149.807,158427.0,8602147.0,93949.0,134045808.0,5614,0,,1,2.0,1
6,0.209584584,6.0,-6.417,0.0688,0.103161709,0.0,0.080062991,0.774,,149173.0,9874131.0,58378.0,70610935.0,5615,4,85.0,1,2.0,1
5,0.084027672,9.0,-12.859,0.0357,0.756058031,0.759,0.002515456,0.439997196,149.897,122760.0,,,55108058.0,5616,2,35.0,0,2.0,1
3,0.674526133,9.0,-4.19,0.0391,0.048228544,0.357,4.74e-05,0.919,99.979,196733.0,1238456.0,18584.0,5810228.0,5617,5,4.0,0,1.0,1
3,0.246491883,9.0,-6.903,0.0935,0.299418309,0.0,0.002048383,0.741,191.944,227160.0,2775611.0,26056.0,56974414.0,5618,4,49.0,1,2.0,1
5,0.426957777,4.0,-8.296,0.192,6.07e-05,,0.003048625,0.884,94.011,194373.0,32054930.0,108125.0,27878550.0,5619,5,63.0,1,2.0,1
0,0.879217912,4.0,-4.521,0.348,0.041156781,,1.0,0.725,176.547,288147.0,12740114.0,55287.0,31102002.0,5620,10,67.0,0,2.0,0
3,0.225866529,10.0,-10.56985212,0.0865,0.356400829,0.00829,0.153130375,0.813,175.791,112533.0,1034681.0,5131.0,11676821.0,5621,8,67.0,1,2.0,1
9,0.092345408,4.0,-8.883,0.0472,0.669921875,0.0,0.002460375,0.651,130.083,,99144.0,736.0,28336271.0,5622,4,3.0,0,2.0,0
2,0.360944128,10.0,-6.525,0.0356,4.17e-06,0.0,,0.32,105.009,241440.0,90308987.94,3168122.0,834933666.0,5623,10,84.0,1,2.0,1
1,0.012008989,2.0,-6.32526545,0.0308,0.010793861,0.0599,0.0008174,0.537616866,147.911,343253.0,132089802.0,1127148.0,293825176.0,5624,10,69.0,0,2.0,0
0,0.008242408,0.0,-11.342,0.0313,0.298077632,,0.001295029,0.0362,121.865,222354.0,6652340.0,210289.0,43101617.0,5625,7,80.0,1,1.0,1
0,0.017779581,2.0,-11.276,0.0339,0.211303926,0.0677,0.000247673,0.464004858,,247027.0,18935209.0,243499.0,123935332.0,5626,8,58.0,0,2.0,0
1,0.295408296,1.0,-6.186278754,0.0329,8.41e-13,,0.001367631,0.0343,128.008,271656.0,350890.0,8954.0,1930642.0,5627,8,92.0,0,,1
0,0.001157625,7.0,-13.925,0.0,0.967361669,,0.001259712,0.0,0.0,64840.0,50330.0,453.0,3387203.0,5628,10,63.0,1,2.0,1
0,0.229220928,4.0,-7.814,0.0358,3.19e-08,0.33,0.002048383,0.514652228,128.167,356674.0,18976262.0,99744.0,54208566.0,5629,10,24.0,0,,0
3,0.809557568,5.0,-3.424,0.0485,3.65e-09,0.000142,,0.478,,,174783942.0,566714.354,538725200.0,5630,10,27.0,1,2.0,1
0,0.830584,,-4.16,0.0528,5.02e-08,0.0,0.000437245,0.444,134.876,,43326938.0,562774.2006,175680829.0,5631,8,58.0,1,2.0,1
0,0.932574833,3.0,-3.494,,4.49e-09,1.1e-05,0.017373979,0.39,195.711,199387.0,108605628.0,549070.0,258549058.0,5632,10,56.0,1,2.0,1
0,0.849278123,10.0,-6.186278755,0.102,7.25e-11,3.41e-05,0.002352637,0.338,147.586,,4867691.0,33380.0,74608129.0,5633,10,,1,2.0,1
5,0.072511713,4.0,-8.4447473,0.029,0.160103007,0.0,0.000946966,0.256,77.054,253080.0,52771717.0,295387.0,160682674.0,5634,7,,1,2.0,1
3,0.563558176,2.0,-3.098,0.0637,5.11e-11,0.004,0.000474552,0.357,,170893.0,36228656.0,192417.0,,5635,4,,1,2.0,0
3,0.952763904,10.0,-3.846,0.0653,2.25e-10,2.57e-06,4.51e-05,0.502,104.334,165173.0,14204011.0,60915.0,,5636,10,90.0,0,2.0,0
0,0.524151187,5.0,-3.587,0.0707,1.86e-12,0.00108,3.69e-05,0.596,,237480.0,77672597.85,145985.0,54872689.0,5637,6,,1,2.0,1
1,0.926859375,,-6.186278756,0.0779,1.93e-10,1.42e-05,0.001404928,0.564,154.486,234787.0,37448649.0,279811.0,63707048.0,5638,5,,1,2.0,1
1,0.077308776,6.0,-6.961,0.043,0.160989184,0.0,0.000736314,0.789,184.866,,29238851.0,147424.0,107790415.0,5639,4,56.0,1,,1
8,0.377933067,10.0,-4.985,0.0689,0.000362467,0.154,0.000307547,0.883,109.03,180518.0,26759894.0,160253.0,308850389.0,5640,2,38.0,1,2.0,0
5,0.322828856,,-5.849,0.0268,0.000138992,0.000176,0.005268024,0.275,96.848,185694.0,59857735.0,461403.0,,5641,2,37.0,0,2.0,1
6,0.904231063,4.0,-6.189934622,,0.000288805,1.75e-06,0.000527514,0.895,115.748,219813.0,16610703.0,108342.0,132008480.0,5642,2,68.0,0,2.0,1
5,0.295408296,10.0,-6.067,0.027,6.54e-06,0.692,0.001404928,0.434,,207547.0,14126779.0,562714.4935,,5643,7,38.0,0,2.0,1
4,0.625026375,9.0,,0.0356,,2.94e-05,0.007645373,,,196924.0,29655530.0,149267.0,72679331.0,5644,7,51.0,0,2.0,0
2,0.265847707,10.0,-4.474,0.0247,0.000523607,0.000697,0.029791,0.569426638,93.221,186890.0,77671978.45,117752.0,40727564.0,5645,10,60.0,0,,0
5,0.912673,2.0,-3.166,0.111,2.06e-08,0.000234,0.025672375,0.634,120.328,232010.0,17495787.0,108963.0,60172244.0,5646,6,85.0,0,2.0,1
5,0.681472,,-3.403,0.0329,1.42e-05,2.04e-06,0.000935441,0.834,125.418,250076.0,77672156.35,127183.0,30732096.0,5647,3,16.0,0,,0
0,0.688465387,9.0,-5.625,0.0446,0.058708221,0.462,0.000921167,0.164,,266027.0,20526462.0,105479.0,62682479.0,5648,10,69.0,0,2.0,1
6,0.248858189,,-7.262,0.0384,2.05e-06,0.000213,0.000194105,0.745,131.536,318547.0,2412647.0,16708.0,44048814.0,5649,2,23.0,0,1.0,0
4,0.411830784,7.0,-4.718,0.0379,1.7e-05,0.0,0.030664297,0.277,,169397.0,111975432.0,1198826.0,426759364.0,5650,2,,1,2.0,1
0,0.571787,10.0,-6.186278876,0.0584,9.66e-09,0.0,,0.204,90.19,168398.0,77709834.08,452139.0,234311950.0,5651,2,48.0,0,2.0,0
5,0.353393243,10.0,-4.607,0.0668,3.01e-08,1.07e-06,0.00048189,0.529,159.982,,2655439.0,68855.0,24747957.0,5652,2,82.0,1,1.0,1
7,0.242970624,10.0,,0.214,,0.00439,0.004173281,0.6,139.032,133617.0,8039416.0,120520.0,52703786.0,5653,6,61.0,0,1.0,0
2,0.493039,2.0,-6.268,0.0788,4.1e-06,0.0,0.050653,0.236,153.034,177059.0,4821472.0,95173.0,41346295.0,5654,6,85.0,0,2.0,0
4,0.359425431,1.0,-5.849,,1.64e-05,0.0,,0.874,,,3680803.0,252954.0,3874751.0,5655,10,56.0,1,2.0,1
1,0.651714363,10.0,-3.586,0.152,3.06e-10,,,0.717,170.015,201176.0,24422163.0,420404.0,,5656,2,46.0,0,2.0,1
6,0.128024064,4.0,-6.09,0.0304,0.003176523,0.0,0.001367631,0.197,90.018,172600.0,2573109.0,55050.0,35454804.0,5657,5,69.0,0,2.0,1
4,0.533411731,1.0,-4.785,0.0588,1.58e-08,0.0,0.004410944,0.578,90.076,124192.0,1973329.0,35077.0,11827646.0,5658,6,56.0,1,1.0,1
1,0.247673152,1.0,-4.574,0.0353,0.041876936,0.0,0.001124864,0.304,79.67,181553.0,390589.0,5526.0,2405519.0,5659,2,,1,1.0,1
6,0.709732288,10.0,-6.188710071,0.0498,0.0001921,,0.00058848,0.752,126.03,,148320.0,562712.3424,36981245.0,5660,8,90.0,1,1.0,1
9,0.314432,,-4.082,0.0421,0.035696554,2.61e-05,0.000423565,0.32,118.03,204520.0,56129815.0,587441.0,46982369.0,5661,2,,0,2.0,1
6,0.649461896,8.0,-5.483,0.09,6.69e-08,,0.024897088,0.646,125.072,149760.0,28920.0,343.0,,5662,5,90.0,1,,1
8,0.607645423,1.0,-5.922,0.0493,0.064295036,0.0136,,0.647,124.989,225600.0,,,522723.0,5663,3,80.0,0,1.0,1
4,0.515509946,0.0,-3.698,0.0615,5.8e-07,0.7,0.000275894,0.682,,168290.0,1776574.0,24251.0,21943104.0,5664,2,28.0,1,1.0,0
6,0.849278123,2.0,-4.539,0.041,0.041399916,0.000887,0.005545233,0.89,114.507,221135.0,77671293.98,8259.0,3423969.0,5665,10,76.0,1,1.0,0
6,0.697864103,0.0,-2.998,0.0364,7.27e-07,0.00665,0.000401947,0.767,124.019,255605.0,132545.0,2745.0,1383471.0,5666,6,,1,1.0,1
5,0.406869021,,-6.18632407,,3.58e-06,2.78e-05,0.049430863,0.743,126.01,200000.0,899.0,562712.3424,773628.0,5667,8,58.0,0,1.0,0
7,0.714516984,1.0,-4.54,,4.11e-08,0.00311,0.031855013,0.231,,201714.0,148320.0,3332.0,1793940.0,5668,7,26.0,1,1.0,1
5,0.27516146,3.0,-7.616,0.05,4.17e-06,2.47e-05,0.460099648,0.663,,190952.0,148320.0,3332.0,,5669,6,58.0,1,1.0,1
2,0.277167808,5.0,-6.711781174,0.0274,0.039304,5.49e-05,,0.722,80.609,258787.0,85191450.08,2656568.0,,5670,2,27.0,1,1.0,1
2,0.198155287,1.0,-4.935,,0.001259712,0.0,0.001367631,0.337,86.063,328093.0,400057789.0,1680295.0,304953766.0,5671,10,77.0,1,2.0,1
4,0.588480472,,,0.0413,,8.34e-06,0.000142237,0.541,95.011,,66513931.0,360061.0,228336704.0,5672,10,23.0,1,,0
1,0.189119224,,-6.360578236,0.0292,0.013481272,0.000115,0.002048383,0.537051071,,275667.0,9313988.0,83359.0,,5673,10,74.0,0,2.0,1
4,0.298077632,0.0,-6.281252608,0.026,0.007414875,0.0,0.010503459,0.319,105.419,230680.0,87926763.0,563226.7918,82180492.0,5674,4,20.0,1,2.0,1
4,0.373248,0.0,-6.584,0.0275,7.3e-06,1.68e-06,0.010360232,0.533499182,,189093.0,46036326.0,562786.5239,,5675,5,16.0,1,2.0,1
6,0.731432701,5.0,-4.34,0.046,5.83e-06,1.08e-06,0.00029408,0.908,121.022,,87926763.0,324573.0,16236271.0,5676,0,33.0,1,2.0,1
6,0.724150792,4.0,-4.893,,0.000114084,7.76e-06,0.003241792,0.961,124.409,,40815930.0,151274.0,,5677,6,59.0,1,,1
7,0.300763,5.0,-5.305,0.0298,0.000573856,0.0,,0.554568117,119.706,249840.0,77671474.16,75473.0,65006147.0,5678,10,74.0,1,2.0,1
4,0.456533,2.0,-5.315,0.0267,9.54e-05,0.0,0.111284641,0.734,102.348,263093.0,60443550.0,268253.0,,5679,2,26.0,1,2.0,1
6,0.359425431,0.0,-7.498,0.0317,0.011390625,0.0,0.001728,0.875,125.135,,763538331.0,6430714.0,989478518.0,5680,5,80.0,1,2.0,1
7,0.177504328,0.0,-8.45,0.0281,0.009938375,1.1e-06,,0.807,115.008,,26649548.0,117163.0,145102289.0,5681,6,33.0,1,2.0,1
3,0.278553202,2.0,-7.544,0.0322,0.022665187,2.59e-06,,0.357,173.984,210520.0,63125368.0,604036.0,137569804.0,5682,10,53.0,1,3.0,0
5,0.430368875,,-7.901,0.03,2.69e-06,0.000253,0.011390625,0.607,126.341,294587.0,58403242.0,420775.0,93672131.0,5683,8,49.0,0,2.0,0
2,0.104487111,,-9.27,0.0237,0.022188041,6.05e-05,0.002406104,0.12,90.936,,70949569.0,381569.0,,5684,10,1.0,0,2.0,1
0,0.290061125,3.0,-7.305,,0.138188413,2.57e-06,0.002803221,0.234,179.907,291333.0,55899913.0,357962.0,71544555.0,5685,7,73.0,0,2.0,1
5,0.612234714,7.0,-2.529,0.0294,7.46e-05,1.44e-05,0.002248091,0.775,122.206,253400.0,20226351.0,70921.0,,5686,8,34.0,1,,1
6,0.105154048,8.0,-15.985,0.0498,0.025934336,0.000174,,0.845,125.982,293133.0,763538331.0,6430714.0,14943362.0,5687,2,31.0,1,3.0,1
2,0.291434247,,,0.0455,,1.23e-05,0.002146689,,,280360.0,37150369.0,248173.0,63464225.0,5688,7,58.0,0,3.0,1
2,0.198155287,0.0,-8.451,,0.063521199,0.00174,0.041781923,0.353,,316760.0,34375644.0,223860.0,45353823.0,5689,4,48.0,1,2.0,1
6,0.709732288,10.0,-3.186,0.0498,0.0001921,7.11e-06,0.00058848,0.594921413,126.03,157206.0,148320.0,3332.0,36981245.0,5690,7,50.0,1,1.0,1
7,0.567663552,10.0,-4.711,0.0396,3.31e-06,0.000588,0.000640504,0.517,124.051,208474.0,17046464.0,192080.0,344347152.0,5691,7,72.0,0,1.0,1
7,0.38145682,1.0,-5.64,0.0427,5.24e-07,0.252,0.000994012,0.548862993,124.957,188640.0,135471.0,562712.3424,11992003.0,5692,3,23.0,0,1.0,1
4,0.693154125,,-5.469,0.0642,1.41e-07,1.15e-05,0.037933056,0.76,124.959,,33418002.0,227356.0,,5693,10,5.0,0,1.0,1
8,0.958585256,,-3.446,0.0594,9.8e-06,0.851,,0.397,,225346.0,66747.0,2778.0,5707001.0,5694,2,,1,1.0,1
5,0.733870808,7.0,-5.071,0.0417,3.11e-06,0.000777,0.119823157,0.504,,186328.0,693042.0,16738.0,4148527.0,5695,2,69.0,1,1.0,1
7,0.631628712,,-6.198914699,0.0413,0.000997003,,0.208527857,0.539651625,,188645.0,179248.0,562712.3424,5899420.0,5696,5,10.0,1,1.0,1
4,0.588480472,1.0,-5.717,0.146,4.1e-09,,0.000904231,0.434,122.964,,101057.0,4346.0,676971.0,5697,2,,1,1.0,1
6,0.525557943,9.0,-5.965,0.0383,3.72e-09,0.00284,0.024897088,0.271,,,545038.0,15044.0,7711175.0,5698,5,39.0,1,1.0,0
9,0.150568768,7.0,-7.101,0.0951,0.002048383,8.65e-05,0.001404928,0.358,121.986,,565645.0,7423.0,,5699,5,18.0,1,1.0,1
8,0.627222016,1.0,-3.825,0.122,0.064,8.34e-05,,0.872,91.995,151667.0,77889650.64,807693.0,306204075.0,5700,4,49.0,0,,0
9,0.478211768,10.0,-4.55,0.0816,0.014886936,0.0,0.000286191,0.568021596,95.01,204347.0,6897640.0,65200.0,79455916.0,5701,5,,0,2.0,0
8,0.451217663,1.0,-6.401638379,,0.016581375,0.0197,,0.722,,206493.0,524879.0,1936.0,81320993.0,5702,6,,0,,0
9,,7.0,-6.271282675,0.0687,0.006644672,0.0512,7.88e-06,0.813,94.987,252693.0,278635.0,980.0,,5703,7,32.0,0,2.0,0
4,0.712121957,1.0,-4.009,,0.034877891,0.0,0.001520875,0.86,94.042,269559.0,255867.0,2105.0,34067509.0,5704,5,39.0,0,3.0,0
9,0.513922401,,-6.821,0.102,0.177504328,1.11e-05,0.000242971,0.529780799,95.027,,683713.0,4296.0,19010743.0,5705,8,12.0,0,2.0,0
6,0.074618461,2.0,-7.277,0.516,4.83e-06,1.51e-05,0.001601613,0.307,107.964,282133.0,21276788.0,78689.0,24099152.0,5706,4,37.0,0,1.0,0
0,0.153990656,5.0,-5.76,0.0313,0.039304,,0.009129329,0.199,150.586,,8736249.0,562712.8515,179230151.0,5707,10,90.0,1,,1
3,0.106496424,,-6.809,,0.082957167,0.0,0.002924207,0.299,130.103,262440.0,106820580.0,314774.0,194589768.0,5708,8,63.0,0,2.0,0
5,0.607645423,6.0,-5.031,0.0552,0.048611244,0.0,0.054010152,0.515,163.939,196803.0,78915044.21,1447835.0,235209182.0,5709,0,48.0,1,2.0,1
1,0.233306314,,-8.572,0.0393,0.433798093,0.0,0.021952,0.517,147.463,202853.0,87940482.0,406247.0,,5710,8,49.0,1,2.0,1
7,0.470910952,8.0,-4.582,0.0696,0.003176523,1.52e-06,0.000804357,0.609,100.042,224761.0,120638769.0,728144.0,129495145.0,5711,0,56.0,1,,1
6,0.445943744,4.0,-6.508,,0.004657463,0.0,0.012977875,0.709,100.018,,77810309.31,694375.0,42652491.0,5712,2,81.0,1,1.0,1
7,0.410172407,5.0,-5.858,,0.001601613,0.0,0.012812904,0.964,95.023,,18538286.0,136469.0,30864351.0,5713,5,3.0,1,1.0,1
7,0.804357,3.0,-4.475,0.0763,0.002515456,0.0,0.031554496,0.569408086,132.03,209947.0,35313953.0,562745.8657,,5714,4,24.0,1,2.0,1
5,0.551368,0.0,-6.625336763,0.0316,0.033076161,0.0,0.00078123,0.718,153.958,213060.0,77672663.23,148387.0,,5715,2,56.0,1,2.0,1
6,0.274625,9.0,-5.47,0.107,0.011852352,0.0,0.002146689,0.475,92.871,166333.0,48152442.0,476349.0,53094517.0,5716,8,41.0,0,2.0,1
6,0.070957944,9.0,-8.98,0.0444,0.631628712,0.0,0.000976191,0.244,121.997,204590.0,757000.0,19703.0,1681543.0,5717,2,18.0,1,,1
8,0.380297423,7.0,-5.659,,0.002248091,0.0,0.008365427,0.276,112.016,212035.0,77671336.18,46582.0,13599840.0,5718,6,56.0,0,1.0,0
8,0.148035889,10.0,-7.681,0.0742,0.318611987,0.0,0.001643032,0.516643206,,187362.0,82269563.0,384211.0,74221307.0,5719,8,34.0,0,2.0,0
8,0.263374721,2.0,-6.234620685,,0.003796416,0.143,0.004251528,0.319,125.016,187791.0,5486940.0,562712.4686,8198481.0,5720,0,23.0,0,1.0,0
1,0.357911,,-5.15,0.219,0.065450827,0.0,,0.419,86.588,198180.0,77671397.09,62675.0,9999085.0,5721,10,34.0,0,2.0,0
5,0.390617891,10.0,-6.753,0.0387,0.100544625,0.0222,0.033698267,0.478,,,44533542.0,172829.0,36048454.0,5722,7,41.0,0,2.0,0
8,0.306182024,6.0,-5.576,0.134,0.019683,0.0,0.00043552,0.453,122.978,217893.0,90075039.0,454202.0,55556290.0,5723,2,16.0,0,2.0,0
5,0.541343375,,-6.011,,0.003048625,0.0125,0.001560896,0.542708913,,205893.0,59444117.0,219034.0,62240663.0,5724,5,11.0,0,2.0,0
8,0.096702579,10.0,-7.607,0.0421,0.841232384,0.000637,0.007077888,0.426,119.959,215453.0,77810161.0,528113.0,55217713.0,5725,8,23.0,0,2.0,0
7,0.354894912,0.0,-6.568406789,0.0443,0.028934443,2.98e-05,0.001404928,0.533745563,138.991,211453.0,5897056.0,33621.0,,5726,3,45.0,1,2.0,1
0,0.335702375,,-3.683,0.0795,0.004741632,,0.000868251,0.328,70.168,224333.0,604892528.0,1505102.0,141353319.0,5727,2,90.0,0,2.0,0
8,0.126506008,4.0,-10.258,0.0701,0.178136282,0.0,0.001560896,0.264,,215640.0,56765505.0,172684.0,117333020.0,5728,0,35.0,0,2.0,0
1,0.676836152,,-4.592,0.0827,3.58e-07,0.0,0.000748613,0.744,,252443.0,15922784.0,260405.0,48533462.0,5729,5,39.0,1,1.0,1
7,0.320469897,3.0,-6.709,0.0609,1.01e-05,0.0,0.000234885,0.531531963,125.042,204907.0,89616133.0,474042.0,87823390.0,5730,0,85.0,0,2.0,0
1,0.028652616,0.0,-10.236,0.0978,0.527514112,0.0,0.001560896,0.663,204.401,,16063964.0,54754.0,82017541.0,5731,7,60.0,0,2.0,0
3,0.356400829,10.0,-4.526,0.0309,0.025934336,0.0,0.000406869,0.756,140.018,245693.0,77718616.85,484252.0,60283856.0,5732,6,32.0,1,2.0,1
